notation,years_present,n,p_diss,p_total,suggested_fraction
8318,1,2,0.0,0.0,unspecified
8319,1,2,0.0,0.0,unspecified
8320,1,2,0.0,0.0,unspecified
8321,1,2,0.0,0.0,unspecified
8661,1,2,0.0,0.0,unspecified
8733,1,2,0.0,1.0,total
8736,1,2,0.0,0.0,unspecified
8742,1,2,0.0,0.0,unspecified
8837,1,2,0.0,0.0,unspecified
8869,1,2,0.0,0.0,unspecified
8870,1,2,0.0,0.0,unspecified
8871,1,2,0.0,0.0,unspecified
8917,1,2,0.0,0.0,unspecified
8974,1,2,0.0,0.0,unspecified
8976,1,2,0.0,0.0,unspecified
8977,1,2,0.0,0.0,unspecified
9357,1,2,1.0,0.0,dissolved
9929,1,2,0.0,0.0,unspecified
9953,1,2,0.0,0.0,unspecified
164,1,1,0.0,0.0,unspecified
186,1,1,0.0,0.0,unspecified
3049,1,1,0.0,1.0,total
3064,1,1,0.0,0.0,unspecified
3138,1,1,0.0,0.0,unspecified
3139,1,1,0.0,0.0,unspecified
3140,1,1,0.0,0.0,unspecified
3322,1,1,0.0,0.0,unspecified
3336,1,1,0.0,0.0,unspecified
3338,1,1,0.0,0.0,unspecified
3339,1,1,0.0,0.0,unspecified
3435,1,1,0.0,0.0,unspecified
3448,1,1,0.0,0.0,unspecified
3494,1,1,0.0,1.0,total
3495,1,1,0.0,0.0,unspecified
3778,1,1,0.0,0.0,unspecified
3789,1,1,0.0,0.0,unspecified
4771,1,1,0.0,0.0,unspecified
5283,1,1,0.0,0.0,unspecified
5284,1,1,0.0,0.0,unspecified
5680,1,1,0.0,0.0,unspecified
5681,1,1,0.0,0.0,unspecified
5682,1,1,0.0,0.0,unspecified
5683,1,1,0.0,0.0,unspecified
5689,1,1,0.0,0.0,unspecified
5690,1,1,0.0,0.0,unspecified
5883,1,1,0.0,0.0,unspecified
5884,1,1,0.0,0.0,unspecified
6461,1,1,0.0,0.0,unspecified
7199,1,1,0.0,1.0,total
7201,1,1,0.0,1.0,total
7204,1,1,0.0,1.0,total
7782,1,1,0.0,0.0,unspecified
7833,1,1,0.0,1.0,total
7904,1,1,0.0,0.0,unspecified
7996,1,1,0.0,1.0,total
7999,1,1,0.0,1.0,total
8000,1,1,0.0,1.0,total
8212,1,1,0.0,1.0,total
8213,1,1,0.0,1.0,total
8214,1,1,0.0,1.0,total
8215,1,1,0.0,1.0,total
8216,1,1,0.0,1.0,total
8217,1,1,0.0,1.0,total
8218,1,1,0.0,1.0,total
8219,1,1,0.0,1.0,total
8387,1,1,0.0,1.0,total
9039,1,1,0.0,1.0,total
9260,1,1,0.0,0.0,unspecified
9925,1,1,0.0,0.0,unspecified
